Index,ID,Coordinates,Block,Census Tract,Neighborhood,County,Closest Topic,Publication Date
38,65adafef8d9d92f2327ea920,"[-71.06939, 42.3561948]",1000,981700,Downtown,25,State Politics,Fri Dec 01 16:28:03 EST 2023
39,65adafef8d9d92f2327ea943,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Mon Nov 13 13:46:47 EST 2023
40,65adafef8d9d92f2327ea989,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Taxes,Wed Oct 04 17:53:11 EDT 2023
41,65adafef8d9d92f2327ea995,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Thu Sep 28 17:09:45 EDT 2023
42,65adafef8d9d92f2327ea903,"[-71.1502996, 42.2830525]",2009,130300,West Roxbury,25,Philanthropy/Nonprofits,Fri Dec 15 17:22:20 EST 2023
44,65adafef8d9d92f2327ea912,"[-71.0547788, 42.3602047]",1020,30302,Downtown,25,Other,Fri Dec 08 13:07:05 EST 2023
45,65adafef8d9d92f2327ea914,"[-71.094048, 42.339381]",1000,10300,Fenway,25,Arts & Culture,Thu Dec 07 17:24:53 EST 2023
46,65adafef8d9d92f2327ea916,"[-71.0709529, 42.344559]",2007,70301,South End,25,Immigration,Thu Dec 07 13:45:19 EST 2023
47,65adafef8d9d92f2327ea92d,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Small Business,Sat Nov 25 16:56:49 EST 2023
48,65adafef8d9d92f2327ea930,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Tue Nov 21 18:22:37 EST 2023
49,65adafef8d9d92f2327ea934,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Philanthropy/Nonprofits,Fri Nov 17 16:08:32 EST 2023
50,65adafef8d9d92f2327ea939,"[-71.1104923, 42.2557229]",3010,140202,Hyde Park,25,Infrastructure,Thu Nov 16 17:24:47 EST 2023
51,65adafef8d9d92f2327ea94b,"[-71.0622295, 42.3661864]",1004,20305,West End,25,Sports,Thu Nov 09 11:55:05 EST 2023
53,65adafef8d9d92f2327ea952,"[-71.061037, 42.3562603]",1004,70102,Downtown,25,Other,Mon Nov 06 16:33:14 EST 2023
54,65adafef8d9d92f2327ea956,"[-71.0758714, 42.2853412]",4006,100500,Dorchester,25,Education,Fri Nov 03 15:55:26 EDT 2023
55,65adafef8d9d92f2327ea970,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Local Politics,Thu Oct 19 16:53:21 EDT 2023
56,65adafef8d9d92f2327ea974,"[-71.0779964, 42.3394152]",1000,70902,South End,25,Local Politics,Wed Oct 18 10:39:53 EDT 2023
57,65adafef8d9d92f2327ea97a,"[-71.1053991, 42.3504997]",3005,10103,Fenway,25,Higher Education,Mon Oct 16 05:00:00 EDT 2023
58,65adafef8d9d92f2327ea97d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Fri Oct 13 11:27:53 EDT 2023
59,65adafef8d9d92f2327ea981,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Public Health,Wed Oct 11 14:33:36 EDT 2023
60,65adafef8d9d92f2327ea926,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Wed Nov 29 18:43:15 EST 2023
61,65adafef8d9d92f2327ea928,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Research & Development,Wed Nov 29 15:02:55 EST 2023
62,65adafef8d9d92f2327ea935,"[-71.05757129999999, 42.35870509999999]",1041,30302,Downtown,25,Other,Fri Nov 17 15:51:54 EST 2023
63,65adafef8d9d92f2327ea93c,"[-71.06939, 42.3561948]",1000,981700,Downtown,25,Housing/Homelessness,Thu Nov 16 09:42:00 EST 2023
64,65adafef8d9d92f2327ea95a,"[-71.09323169999999, 42.3449299]",1006,981800,Fenway,25,Education,Wed Nov 01 14:44:54 EDT 2023
65,65adafef8d9d92f2327ea961,"[-71.068767, 42.36256789999999]",1008,20301,Beacon Hill,25,Youth,Thu Oct 26 19:25:57 EDT 2023
66,65adafef8d9d92f2327ea967,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Tue Oct 24 15:46:21 EDT 2023
67,65adafef8d9d92f2327ea968,"[-71.1193016, 42.3564439]",3000,806,Allston,25,Accessiblity/Disablity,Tue Oct 24 11:47:03 EDT 2023
68,65adafef8d9d92f2327ea984,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Civil Rights,Fri Oct 06 17:23:24 EDT 2023
69,65adafef8d9d92f2327ea98b,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Labor/Workforce,Wed Oct 04 17:34:20 EDT 2023
70,65adafef8d9d92f2327ea98e,"[-71.0551625, 42.3519448]",1022,70104,South Boston,25,Youth,Tue Oct 03 14:23:12 EDT 2023
71,65adafef8d9d92f2327ea901,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Mon Dec 18 10:45:00 EST 2023
72,65adafef8d9d92f2327ea91a,"[-71.0582731, 42.3603082]",1037,30302,Downtown,25,Poverty & hunger,Wed Dec 06 13:57:33 EST 2023
73,65adafef8d9d92f2327ea942,"[-71.1122724, 42.1785065]",2001,415201,,21,Accessiblity/Disablity,Mon Nov 13 22:39:35 EST 2023
74,65adafef8d9d92f2327ea922,"[-71.06939, 42.3561948]",1000,981700,Downtown,25,Housing/Homelessness,Thu Nov 30 14:46:34 EST 2023
75,65adafef8d9d92f2327ea925,"[-71.0551625, 42.3519448]",1022,70104,South Boston,25,Other,Thu Nov 30 09:55:16 EST 2023
76,65adafef8d9d92f2327ea96a,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Tue Oct 24 10:00:29 EDT 2023
77,65adafef8d9d92f2327ea96e,"[-71.0491475, 42.3592478]",1001,30301,Downtown,25,Population & Demographics,Mon Oct 23 09:08:58 EDT 2023
78,65adafef8d9d92f2327ea993,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Philanthropy/Nonprofits,Fri Sep 29 14:04:15 EDT 2023
79,65adafef8d9d92f2327ea998,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Other,Thu Sep 28 12:51:22 EDT 2023
80,65adafef8d9d92f2327ea8fe,"[-71.0395635, 42.3742526]",1009,50300,East Boston,25,Childcare,Mon Dec 18 15:58:00 EST 2023
81,65adafef8d9d92f2327ea91d,"[-71.118281, 42.3744368]",3001,353700,,17,Gender issues,Mon Dec 04 18:59:17 EST 2023
82,65adafef8d9d92f2327ea95e,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Small Business,Mon Oct 30 12:16:52 EDT 2023
83,65adafef8d9d92f2327ea969,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Tue Oct 24 11:46:38 EDT 2023
84,65adafef8d9d92f2327ea976,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Wed Oct 18 05:00:00 EDT 2023
85,65adafef8d9d92f2327ea97c,"[-71.0582731, 42.3603082]",1037,30302,Downtown,25,Local Politics,Fri Oct 13 17:41:11 EDT 2023
86,65adafef8d9d92f2327ea97e,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Local Politics,Fri Oct 13 10:43:11 EDT 2023
87,65adafef8d9d92f2327ea945,"[-71.148182, 42.357122]",2032,102,Allston,25,GBH,Mon Nov 13 09:00:00 EST 2023
88,65adafef8d9d92f2327ea96f,"[-71.0736172, 42.3431242]",1003,70600,South End,25,Shopping,Fri Oct 20 15:26:28 EDT 2023
89,65adafef8d9d92f2327ea975,"[-71.09355839999999, 42.359143]",2003,353102,,17,Natural Disasters,Wed Oct 18 05:00:00 EDT 2023
90,65adafef8d9d92f2327ea982,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Wed Oct 11 06:00:00 EDT 2023
91,65adafef8d9d92f2327ea904,"[-71.089457, 42.346636]",2000,10405,Fenway,25,Philanthropy/Nonprofits,Fri Dec 15 16:15:31 EST 2023
92,65adafef8d9d92f2327ea900,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Mon Dec 18 10:45:00 EST 2023
93,65adafef8d9d92f2327ea93f,"[-71.09355839999999, 42.359143]",2003,353102,,17,Other,Tue Nov 14 20:13:43 EST 2023
94,65adafef8d9d92f2327ea940,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Housing/Homelessness,Tue Nov 14 17:50:13 EST 2023
95,65adafef8d9d92f2327ea94d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Labor/Workforce,Thu Nov 09 05:00:00 EST 2023
96,65adafef8d9d92f2327ea958,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Housing/Homelessness,Thu Nov 02 17:27:42 EDT 2023
97,65adafef8d9d92f2327ea988,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Wed Oct 04 17:53:34 EDT 2023
98,65adafef8d9d92f2327ea98a,"[-71.0918706, 42.3329447]",2001,80601,Roxbury,25,Public Health,Wed Oct 04 17:42:00 EDT 2023
99,65adafef8d9d92f2327ea996,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Thu Sep 28 14:48:11 EDT 2023
100,65adafef8d9d92f2327ea902,"[-71.2643465, 42.0909458]",4002,410100,,21,Sports,Mon Dec 18 05:00:00 EST 2023
101,65adafef8d9d92f2327ea907,"[-71.057716, 42.35807]",1041,30302,Downtown,25,Addiction/Substance Use,Wed Dec 13 16:16:56 EST 2023
102,65adafef8d9d92f2327ea90a,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Wed Dec 13 14:18:53 EST 2023
103,65adafef8d9d92f2327ea90e,"[-71.0621869, 42.3618224]",1009,30302,Downtown,25,Other,Tue Dec 12 15:00:00 EST 2023
104,65adafef8d9d92f2327ea933,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Homeland Security,Mon Nov 20 16:07:53 EST 2023
105,65adafef8d9d92f2327ea93d,"[-71.0419953, 42.3141992]",2011,90901,South Boston,25,Higher Education,Wed Nov 15 17:19:26 EST 2023
106,65adafef8d9d92f2327ea95b,"[-71.0605212, 42.3641054]",2001,20304,West End,25,Housing/Homelessness,Tue Oct 31 18:44:24 EDT 2023
107,65adafef8d9d92f2327ea98f,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Mon Oct 02 19:02:42 EDT 2023
108,65adafef8d9d92f2327ea992,"[-71.06939, 42.3561948]",1000,981700,Downtown,25,Local Politics,Mon Oct 02 17:06:23 EDT 2023
109,65adafef8d9d92f2327ea921,"[-71.09355839999999, 42.359143]",2003,353102,,17,Immigration,Thu Nov 30 16:02:14 EST 2023
110,65adafef8d9d92f2327ea92f,"[-71.118281, 42.3744368]",3001,353700,,17,Arts & Culture,Fri Nov 24 14:00:00 EST 2023
111,65adafef8d9d92f2327ea973,"[-71.08259919999999, 42.3468537]",2006,10600,Back Bay,25,State Politics,Wed Oct 18 13:50:47 EDT 2023
112,65adafef8d9d92f2327ea908,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Law Enforcement,Wed Dec 13 16:15:37 EST 2023
113,65adafef8d9d92f2327ea919,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Law Enforcement,Wed Dec 06 16:35:32 EST 2023
114,65adafef8d9d92f2327ea924,"[-71.148182, 42.357122]",2032,102,Allston,25,Youth,Thu Nov 30 12:18:56 EST 2023
115,65adafef8d9d92f2327ea929,"[-71.06210589999999, 42.3491738]",1016,70202,Downtown,25,Housing/Homelessness,Wed Nov 29 14:43:23 EST 2023
116,65adafef8d9d92f2327ea92a,"[-71.06939, 42.3561948]",1000,981700,Downtown,25,Guns,Tue Nov 28 17:56:46 EST 2023
117,65adafef8d9d92f2327ea92b,"[-71.0856818, 42.3428314]",4000,10404,Fenway,25,Other,Tue Nov 28 16:08:36 EST 2023
118,65adafef8d9d92f2327ea937,"[-71.303754, 42.118843]",3000,409101,,21,Equity & Justice,Fri Nov 17 12:06:15 EST 2023
119,65adafef8d9d92f2327ea938,"[-71.0520216, 42.3640804]",1003,30400,North End,25,Sports,Thu Nov 16 18:33:26 EST 2023
120,65adafef8d9d92f2327ea994,"[-71.0979556, 42.3620057]",1013,353101,,17,Housing/Homelessness,Fri Sep 29 12:02:07 EDT 2023
121,65adafef8d9d92f2327ea905,"[-71.04214429999999, 42.3462519]",1028,60603,South Boston Waterfront,25,Arts & Culture,Thu Dec 14 15:31:05 EST 2023
122,65adafef8d9d92f2327ea913,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Shopping,Fri Dec 08 12:37:53 EST 2023
123,65adafef8d9d92f2327ea915,"[-71.0733625, 42.3352499]",1001,71101,Roxbury,25,Public Health,Thu Dec 07 13:48:50 EST 2023
124,65adafef8d9d92f2327ea946,"[-71.12090239999999, 42.3729889]",1025,354100,,17,Gender issues,Fri Nov 10 17:02:48 EST 2023
125,65adafef8d9d92f2327ea950,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Housing/Homelessness,Tue Nov 07 16:40:47 EST 2023
126,65adafef8d9d92f2327ea95d,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Gender issues,Mon Oct 30 18:38:44 EDT 2023
127,65adafef8d9d92f2327ea95f,"[-71.0733625, 42.3352499]",1001,71101,Roxbury,25,Gender issues,Fri Oct 27 16:12:40 EDT 2023
128,65adafef8d9d92f2327ea983,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Local Politics,Tue Oct 10 19:14:53 EDT 2023
129,65adafef8d9d92f2327ea986,"[-71.0856818, 42.3428314]",4000,10404,Fenway,25,Other,Thu Oct 05 14:57:52 EDT 2023
130,65adafef8d9d92f2327ea917,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Gentrification,Thu Dec 07 08:17:05 EST 2023
132,65adafef8d9d92f2327ea948,"[-71.06480359999999, 42.3503707]",2007,70201,Downtown,25,Arts & Culture,Thu Nov 09 16:10:38 EST 2023
133,65adafef8d9d92f2327ea954,"[-71.0599445, 42.3640082]",2007,20304,West End,25,Local Politics,Fri Nov 03 17:48:06 EDT 2023
134,65adafef8d9d92f2327ea960,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,GBH,Fri Oct 27 09:27:34 EDT 2023
135,65adafef8d9d92f2327ea962,"[-69.4454689, 45.253783]",2062,960400,,21,Guns,Thu Oct 26 18:19:18 EDT 2023
136,65adafef8d9d92f2327ea965,"[-71.0331956, 42.3639107]",1006,51200,East Boston,25,Arts & Culture,Wed Oct 25 15:24:31 EDT 2023
137,65adafef8d9d92f2327ea96b,"[-71.0342146, 42.316274]",2001,90901,South Boston,25,Public Health,Mon Oct 23 15:28:04 EDT 2023
138,65adafef8d9d92f2327ea977,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Tue Oct 17 16:55:55 EDT 2023
139,65adafef8d9d92f2327ea978,"[-71.06210589999999, 42.3491738]",1016,70202,Downtown,25,Local Politics,Mon Oct 16 14:29:04 EDT 2023
140,65adafef8d9d92f2327ea979,"[-71.0613339, 42.3516673]",1003,70202,Downtown,25,Housing/Homelessness,Mon Oct 16 14:23:11 EDT 2023
141,65adafef8d9d92f2327ea97b,"[-71.0582731, 42.3603082]",1037,30302,Downtown,25,Local Politics,Fri Oct 13 17:45:12 EDT 2023
142,65adafef8d9d92f2327ea97f,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Local Politics,Thu Oct 12 07:30:00 EDT 2023
143,65adafef8d9d92f2327ea98c,"[-71.1053991, 42.3504997]",3005,10103,Fenway,25,Higher Education,Wed Oct 04 15:37:55 EDT 2023
144,65adafef8d9d92f2327ea991,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,LGBTQ+,Mon Oct 02 17:09:04 EDT 2023
145,65adafef8d9d92f2327ea927,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Law Enforcement,Wed Nov 29 15:31:26 EST 2023
146,65adafef8d9d92f2327ea932,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Tue Nov 21 11:54:36 EST 2023
147,65adafef8d9d92f2327ea94e,"[-71.09355839999999, 42.359143]",2003,353102,,17,Local Politics,Wed Nov 08 13:24:44 EST 2023
148,65adafef8d9d92f2327ea953,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Mon Nov 06 15:20:16 EST 2023
149,65adafef8d9d92f2327ea957,"[-71.0854325, 42.3284483]",5000,81700,Roxbury,25,Local Politics,Fri Nov 03 15:30:45 EDT 2023
150,65adafef8d9d92f2327ea95c,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Tue Oct 31 17:24:15 EDT 2023
151,65adafef8d9d92f2327ea98d,"[-71.0836816, 42.3492909]",1003,10701,Back Bay,25,Philanthropy/Nonprofits,Wed Oct 04 14:06:02 EDT 2023
152,65adafef8d9d92f2327ea990,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Mon Oct 02 18:25:12 EDT 2023
153,65adafef8d9d92f2327ea99d,"[-71.05745399999999, 42.3587352]",1041,30302,Downtown,25,Equity & Justice,Wed Sep 27 12:04:48 EDT 2023
154,65adafef8d9d92f2327ea99c,"[-71.16849450000001, 42.3355488]",4003,502,Brighton,25,Gender issues,Wed Sep 27 14:56:01 EDT 2023
155,65adafef8d9d92f2327ea99e,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Taxes,Tue Sep 26 18:09:57 EDT 2023
156,65adafef8d9d92f2327ea9a6,"[-71.0541729, 42.3121091]",2005,91100,Dorchester,25,Technology,Thu Sep 21 05:00:00 EDT 2023
157,65adafef8d9d92f2327ea9a8,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Healthcare,Wed Sep 20 16:51:22 EDT 2023
158,65adafef8d9d92f2327ea9a5,"[-71.118281, 42.3744368]",3001,353700,,17,Local Politics,Thu Sep 21 07:30:00 EDT 2023
159,65adafef8d9d92f2327ea999,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Housing/Homelessness,Wed Sep 27 18:05:37 EDT 2023
160,65adafef8d9d92f2327ea9a0,"[-71.07094769999999, 42.3393453]",4004,71201,South End,25,Housing/Homelessness,Fri Sep 22 19:31:50 EDT 2023
161,65adafef8d9d92f2327ea9a1,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Local Politics,Fri Sep 22 18:55:55 EDT 2023
162,65adafef8d9d92f2327ea9aa,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Sports,Tue Sep 19 18:29:42 EDT 2023
163,65adafef8d9d92f2327ea9a7,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Housing/Homelessness,Wed Sep 20 17:44:45 EDT 2023
164,65adafef8d9d92f2327ea9a2,"[-71.1053991, 42.3504997]",3005,10103,Fenway,25,Local Politics,Fri Sep 22 18:55:52 EDT 2023
165,65adafef8d9d92f2327ea9a4,"[-71.089389, 42.3403691]",1004,10404,Fenway,25,Public Health,Thu Sep 21 14:13:53 EDT 2023
166,65adafef8d9d92f2327ea9ab,"[-71.1329562, 42.3637927]",2000,806,Allston,25,Other,Tue Sep 19 10:00:00 EDT 2023
167,65adafef8d9d92f2327ea9a3,"[-71.09355839999999, 42.359143]",2003,353102,,17,Immigration,Thu Sep 21 17:24:22 EDT 2023
168,65adafef8d9d92f2327ea99f,"[-71.148182, 42.357122]",2032,102,Allston,25,Other,Tue Sep 26 13:37:24 EDT 2023
169,65adafef8d9d92f2327ea99b,"[-71.09590899999999, 42.30974459999999]",1002,980300,Roxbury,25,Sports,Wed Sep 27 15:22:33 EDT 2023
170,65adafef8d9d92f2327ea9a9,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Immigration,Wed Sep 20 16:32:58 EDT 2023
171,65add32e8d9d92f2327ea9be,"[-71.0617565, 42.35849169999999]",1046,30302,Downtown,25,Accessiblity/Disablity,Tue Nov 03 22:45:28 EST 2020
172,65add32e8d9d92f2327ea9c0,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Tue Nov 03 20:06:08 EST 2020
173,65add32e8d9d92f2327ea9b7,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Public Health,Mon Nov 02 17:16:49 EST 2020
174,65add32e8d9d92f2327ea9b4,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Mon Nov 02 13:15:28 EST 2020
175,65add32e8d9d92f2327ea9b0,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Public Health,Sun Nov 01 12:51:24 EST 2020
176,65add32e8d9d92f2327ea9af,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Local Politics,Mon Nov 02 05:00:57 EST 2020
177,65add32e8d9d92f2327ea9ad,"[-71.1011283, 42.3378861]",2011,10300,Fenway,25,Sports,Wed Nov 11 08:46:22 EST 2020
178,65add32e8d9d92f2327ea9b8,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Politics/Elections,Mon Nov 02 19:46:32 EST 2020
179,65add32e8d9d92f2327ea9b6,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,State Politics,Mon Nov 02 17:17:05 EST 2020
180,65add32e8d9d92f2327ea9b2,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Mon Nov 02 18:35:06 EST 2020
181,65add32e8d9d92f2327ea9b1,"[-71.11756679999999, 42.3811689]",2001,353600,,17,Mental Health,Tue Nov 10 05:00:18 EST 2020
182,65add32e8d9d92f2327ea9ba,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Mon Nov 02 18:58:13 EST 2020
183,65add32e8d9d92f2327ea9b3,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,State Politics,Mon Nov 02 13:40:14 EST 2020
184,65add32e8d9d92f2327ea9c1,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Politics/Elections,Tue Nov 03 19:20:16 EST 2020
